rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
4273,Dark Grey|Dark Olive Drab|Olive Green|Yellow,#485259|#575B54|#948902|#FFE800,80.5223,80.1339,79.7426,79.0460,77.9419,144.7924,79.5899
4274,Dark Olive Drab|Tan|Lime Green|Orange,#575B54|#A79E82|#D5D701|#F67405,83.2319,80.2585,79.5663,78.9412,78.3660,149.5125,79.5999
4275,Dark Grey|Dark Olive Drab|Cold White|Yellow,#485259|#575B54|#D9DFE5|#FFE800,80.6402,80.1913,79.7673,79.0242,77.8842,144.8059,79.6077
4276,Green|Polymaker Teal|Tan|Orange,#06924D|#4CC0C7|#A79E82|#F67405,82.6145,80.5594,79.8544,78.6678,76.2510,134.2168,79.6136
4277,Dark Olive Drab|Lime Green|Cold White|Orange,#575B54|#D5D701|#D9DFE5|#F67405,83.2324,80.2317,79.5578,79.0333,78.5978,149.5988,79.6325
4278,Dark Olive Drab|Olive Green|Lime Green|Orange,#575B54|#948902|#D5D701|#F67405,83.2307,80.2371,79.5679,79.0385,78.5905,149.5988,79.6378
4279,Dark Grey|Grey|Olive Green|Lime Green,#485259|#8C9099|#948902|#D5D701,80.3611,80.1942,79.8183,79.1024,77.9494,141.3169,79.6483
4280,Dark Grey|Dark Olive Drab|Grey|Yellow,#485259|#575B54|#8C9099|#FFE800,80.6742,80.2523,79.8350,79.0639,77.8149,144.6510,79.6581
4281,Green|Black|Polymaker Teal|Tan,#06924D|#080A0D|#4CC0C7|#A79E82,80.7766,80.1084,80.0093,79.2222,76.6144,118.8903,79.6653
4282,Dark Grey|Polymaker Teal|Grey|Lime Green,#485259|#4CC0C7|#8C9099|#D5D701,80.5011,80.3293,79.9126,79.0015,77.6138,141.2659,79.6654
4283,Green|Black|Dark Olive Drab|Tan,#06924D|#080A0D|#575B54|#A79E82,80.7420,80.1348,80.0561,79.2643,76.6470,118.8771,79.6995
4284,Green|Black|Tan|Cold White,#06924D|#080A0D|#A79E82|#D9DFE5,80.7365,80.1434,80.0689,79.2768,76.6595,118.8847,79.7101
4285,Dark Grey|Dark Olive Drab|Tan|Yellow,#485259|#575B54|#A79E82|#FFE800,80.6121,80.3078,79.9270,79.1651,77.8889,144.8023,79.7365
4286,Dark Grey|Grey|Tan|Lime Green,#485259|#8C9099|#A79E82|#D5D701,80.4856,80.3368,79.9590,79.1762,77.8489,141.3032,79.7565
4287,Dark Grey|Grey|Lime Green|Cold White,#485259|#8C9099|#D5D701|#D9DFE5,80.5495,80.3217,79.9360,79.2162,78.0156,141.3169,79.7690
4288,Brown|Dark Olive Drab|Orange|Yellow,#55331A|#575B54|#F67405|#FFE800,83.3169,80.3607,79.6731,79.1904,78.9860,149.4943,79.7755
4289,Brown|Cold White|White|Orange,#55331A|#D9DFE5|#EBF7FF|#F67405,84.2001,81.4201,80.0152,78.1383,75.4203,142.4580,79.7792
4290,Brown|Tan|Lime Green|Red,#55331A|#A79E82|#D5D701|#E72F1D,82.4074,80.2677,79.7466,79.3872,79.1600,140.6151,79.8274
4291,Black|Polymaker Teal|Brown|Dark Olive Drab,#080A0D|#4CC0C7|#55331A|#575B54,81.8971,80.9544,80.2304,78.7999,75.7930,110.3866,79.8772
4292,Brown|Dark Olive Drab|Lime Green|Orange,#55331A|#575B54|#D5D701|#F67405,83.4385,80.4662,79.7986,79.2904,78.8870,149.6322,79.8783
4293,Polymaker Teal|Olive Green|Cold White|Orange,#4CC0C7|#948902|#D9DFE5|#F67405,83.7175,81.1249,80.0939,78.6516,76.1001,133.3192,79.8882
4294,Dark Grey|Dark Olive Drab|Grey|Lime Green,#485259|#575B54|#8C9099|#D5D701,80.7116,80.4567,80.0647,79.3426,78.1471,141.7037,79.8997
4295,Green|Dark Grey|Olive Green|Lime Green,#06924D|#485259|#948902|#D5D701,79.4996,79.9924,80.0534,79.8454,79.0755,144.9170,79.9189
4296,Polymaker Teal|Olive Green|Tan|Orange,#4CC0C7|#948902|#A79E82|#F67405,83.7720,81.1841,80.1520,78.7063,76.1468,133.6632,79.9452
4297,Green|Polymaker Teal|White|Orange,#06924D|#4CC0C7|#EBF7FF|#F67405,82.3449,80.7911,80.2630,79.1591,76.6120,128.9210,79.9751
4298,Green|Dark Grey|Polymaker Teal|Lime Green,#06924D|#485259|#4CC0C7|#D5D701,79.6929,80.0795,80.1152,79.8984,79.1086,144.8792,79.9889
4299,Olive Green|Cold White|Orange|Yellow,#948902|#D9DFE5|#F67405|#FFE800,83.0202,81.0159,80.0841,78.9691,77.5073,132.9457,79.9925
4300,Green|Polymaker Teal|Dark Olive Drab|Orange,#06924D|#4CC0C7|#575B54|#F67405,83.1536,80.6509,80.1538,79.3380,77.6292,146.6153,79.9944
4301,Black|Polymaker Teal|Dark Olive Drab|Cold White,#080A0D|#4CC0C7|#575B54|#D9DFE5,83.4935,81.6237,80.3167,78.3824,75.0296,111.1292,80.0031
4302,Green|Grey|White|Yellow,#06924D|#8C9099|#EBF7FF|#FFE800,80.7761,80.4376,80.2125,79.5888,77.8426,120.9966,80.0132
4303,Green|Dark Grey|Lime Green|Cold White,#06924D|#485259|#D5D701|#D9DFE5,79.6863,80.0959,80.1446,79.9359,79.1470,144.9170,80.0159
4304,Green|Dark Grey|Tan|Lime Green,#06924D|#485259|#A79E82|#D5D701,79.6137,80.0950,80.1658,79.9597,79.0631,144.9170,80.0273
4305,Grey|Olive Green|Lime Green|White,#8C9099|#948902|#D5D701|#EBF7FF,81.5464,80.9030,80.3606,79.1868,76.9017,111.1055,80.0449
4306,Green|Dark Olive Drab|Grey|White,#06924D|#575B54|#8C9099|#EBF7FF,81.7340,80.7107,80.4628,79.3902,76.3940,110.3809,80.0504
4307,Black|Polymaker Teal|Brown|Tan,#080A0D|#4CC0C7|#55331A|#A79E82,82.3839,81.1984,80.4949,78.9080,75.3641,118.8105,80.0532
4308,Black|Polymaker Teal|Tan|Cold White,#080A0D|#4CC0C7|#A79E82|#D9DFE5,82.5086,81.2313,80.5188,78.9071,75.3022,118.8105,80.0692
4309,Black|Polymaker Teal|Dark Olive Drab|Tan,#080A0D|#4CC0C7|#575B54|#A79E82,82.5087,81.2319,80.5195,78.9078,75.3027,118.8111,80.0698
4310,Brown|Tan|White|Orange,#55331A|#A79E82|#EBF7FF|#F67405,84.1923,81.5840,80.2897,78.5703,76.0994,144.5449,80.0771
4311,Dark Grey|Polymaker Teal|Olive Green|Lime Green,#485259|#4CC0C7|#948902|#D5D701,80.6269,80.7119,80.3797,79.5194,78.2352,144.6123,80.1156
4312,Green|Dark Grey|Dark Olive Drab|Lime Green,#06924D|#485259|#575B54|#D5D701,79.8535,80.2392,80.2829,80.0713,79.2854,145.2465,80.1552
4313,Tan|Cold White|Orange|Yellow,#A79E82|#D9DFE5|#F67405|#FFE800,83.1868,81.2283,80.2937,79.1324,77.5201,132.8600,80.1804
4314,Green|Grey|Olive Green|White,#06924D|#8C9099|#948902|#EBF7FF,81.1050,80.8843,80.6178,79.4853,76.5792,111.0922,80.1848
4315,Black|Dark Olive Drab|Tan|Red,#080A0D|#575B54|#A79E82|#E72F1D,82.9968,80.6424,80.4209,79.7509,78.1228,137.7013,80.1967
4316,Black|Brown|Dark Olive Drab|Tan,#080A0D|#55331A|#575B54|#A79E82,82.3908,81.3138,80.6568,79.0905,75.4911,118.8274,80.2021
4317,Green|Dark Olive Drab|Tan|White,#06924D|#575B54|#A79E82|#EBF7FF,81.9263,80.8699,80.6203,79.5436,76.5348,111.1466,80.2068
4318,Black|Brown|Tan|Cold White,#080A0D|#55331A|#A79E82|#D9DFE5,82.4021,81.3195,80.6614,79.0960,75.4993,118.8573,80.2077
4319,Grey|Tan|Lime Green|White,#8C9099|#A79E82|#D5D701|#EBF7FF,81.7128,81.0689,80.5315,79.3655,77.0575,111.1217,80.2172
4320,Black|Dark Olive Drab|Tan|Cold White,#080A0D|#575B54|#A79E82|#D9DFE5,82.5175,81.3479,80.6812,79.0880,75.4288,118.8274,80.2180
4321,Brown|Tan|Red|Yellow,#55331A|#A79E82|#E72F1D|#FFE800,82.6741,80.6431,80.1328,79.8102,79.7668,143.2140,80.2266
4322,Dark Grey|Polymaker Teal|Lime Green|Cold White,#485259|#4CC0C7|#D5D701|#D9DFE5,80.8201,80.8406,80.5013,79.6307,78.3073,144.6091,80.2357
4323,Dark Grey|Polymaker Teal|Tan|Lime Green,#485259|#4CC0C7|#A79E82|#D5D701,80.7427,80.8276,80.5103,79.6605,78.2560,144.6091,80.2441
4324,Polymaker Teal|Dark Olive Drab|Olive Green|Orange,#4CC0C7|#575B54|#948902|#F67405,84.3105,81.2460,80.3988,79.2794,77.3636,146.2449,80.2627
4325,Olive Green|Lime Green|Cold White|Orange,#948902|#D5D701|#D9DFE5|#F67405,83.3768,81.3594,80.4104,79.1796,77.3253,133.2081,80.2695
4326,Dark Grey|Olive Green|Lime Green|Cold White,#485259|#948902|#D5D701|#D9DFE5,80.6817,80.7394,80.4593,79.8126,78.7355,144.6865,80.2760
4327,Black|Tan|Cold White|Red,#080A0D|#A79E82|#D9DFE5|#E72F1D,83.1835,80.7950,80.5479,79.7940,77.8593,138.1532,80.2945
4328,Tan|Lime Green|Cold White|Orange,#A79E82|#D5D701|#D9DFE5|#F67405,83.4089,81.4067,80.4514,79.1938,77.2790,133.0723,80.3003
4329,Dark Grey|Olive Green|Tan|Lime Green,#485259|#948902|#A79E82|#D5D701,80.7010,80.8083,80.5231,79.8097,78.6040,144.6475,80.3090
4330,Polymaker Teal|Grey|Lime Green|White,#4CC0C7|#8C9099|#D5D701|#EBF7FF,81.6979,81.1184,80.6438,79.5427,77.2481,111.1402,80.3306
4331,Polymaker Teal|Olive Green|White|Orange,#4CC0C7|#948902|#EBF7FF|#F67405,83.5108,81.4420,80.6000,79.2365,76.5508,128.6307,80.3392
4332,Lime Green|Cold White|Orange|Yellow,#D5D701|#D9DFE5|#F67405|#FFE800,83.3499,81.3888,80.4659,79.3050,77.6156,132.7889,80.3469
4333,Dark Grey|Polymaker Teal|Dark Olive Drab|Lime Green,#485259|#4CC0C7|#575B54|#D5D701,80.9841,80.9786,80.6344,79.7644,78.4498,144.9162,80.3715
4334,Grey|Lime Green|Cold White|White,#8C9099|#D5D701|#D9DFE5|#EBF7FF,81.8492,81.2196,80.6958,79.5439,77.1979,111.1215,80.3817
4335,Dark Grey|Tan|Lime Green|Cold White,#485259|#A79E82|#D5D701|#D9DFE5,80.8093,80.8927,80.6098,79.8912,78.6172,144.6475,80.3920
4336,Green|Dark Olive Drab|Olive Green|Orange,#06924D|#575B54|#948902|#F67405,83.3795,80.9339,80.5413,79.9058,78.4763,149.4313,80.4199
4337,Dark Grey|Dark Olive Drab|Olive Green|Lime Green,#485259|#575B54|#948902|#D5D701,80.8569,80.8943,80.6100,79.9628,78.8841,144.9872,80.4285
4338,Black|Brown|Tan|Red,#080A0D|#55331A|#A79E82|#E72F1D,83.2024,80.8986,80.7043,80.0571,78.4523,138.7377,80.4778
4339,Green|Dark Olive Drab|Cold White|White,#06924D|#575B54|#D9DFE5|#EBF7FF,82.2333,81.1695,80.9113,79.8311,76.8305,111.1466,80.5003
4340,Green|Polymaker Teal|Dark Olive Drab|White,#06924D|#4CC0C7|#575B54|#EBF7FF,82.2333,81.1696,80.9114,79.8313,76.8309,111.1480,80.5004
4341,Dark Grey|Dark Olive Drab|Lime Green|Cold White,#485259|#575B54|#D5D701|#D9DFE5,81.0341,80.9831,80.6862,80.0489,78.9663,144.9872,80.5160
4342,Dark Olive Drab|Grey|Tan|White,#575B54|#8C9099|#A79E82|#EBF7FF,83.3069,81.7813,81.0060,79.2626,75.3863,110.2677,80.5219
4343,Dark Grey|Dark Olive Drab|Tan|Lime Green,#485259|#575B54|#A79E82|#D5D701,80.9803,81.0397,80.7520,80.0325,78.7632,144.9707,80.5361
4344,Black|Dark Olive Drab|Cold White|Red,#080A0D|#575B54|#D9DFE5|#E72F1D,83.3422,81.0356,80.7878,80.0534,78.1819,136.8040,80.5445
4345,Green|Dark Olive Drab|Grey|Lime Green,#06924D|#575B54|#8C9099|#D5D701,81.6890,80.9761,80.6535,80.1319,78.9051,139.4992,80.5540
4346,Cold White|White|Pink|Orange,#D9DFE5|#EBF7FF|#F1A1AF|#F67405,83.0983,81.7667,80.9327,79.3915,76.4789,125.5486,80.5791
4347,Green|Brown|Olive Green|Tan,#06924D|#55331A|#948902|#A79E82,82.1894,81.0593,80.8982,80.1189,77.7862,120.4332,80.5891
4348,Green|Black|Polymaker Teal|Dark Olive Drab,#06924D|#080A0D|#4CC0C7|#575B54,80.9721,80.8583,80.8652,80.3447,78.5573,119.8658,80.6015
4349,Green|Black|White|Orange,#06924D|#080A0D|#EBF7FF|#F67405,82.9763,81.6944,80.9239,79.5092,77.4396,148.9480,80.6018
4350,Green|Dark Olive Drab|Tan|Orange,#06924D|#575B54|#A79E82|#F67405,83.5882,81.2042,80.8062,80.0786,78.4625,149.4313,80.6414
4351,Green|Dark Olive Drab|Cold White|Orange,#06924D|#575B54|#D9DFE5|#F67405,83.5882,81.2042,80.8062,80.0786,78.4625,149.4313,80.6414
4352,Black|Brown|Cold White|Red,#080A0D|#55331A|#D9DFE5|#E72F1D,83.9575,81.3638,80.9155,79.9319,77.7636,138.0351,80.6479
4353,Polymaker Teal|Brown|Orange|Yellow,#4CC0C7|#55331A|#F67405|#FFE800,85.4361,82.4270,80.7065,78.8979,77.5326,154.4776,80.6625
4354,Green|Olive Green|Cold White|Orange,#06924D|#948902|#D9DFE5|#F67405,83.1711,81.5132,80.8863,79.8210,77.5038,133.3001,80.6671
4355,Green|Brown|Grey|Lime Green,#06924D|#55331A|#8C9099|#D5D701,83.2470,81.3146,80.5930,80.0516,79.2719,147.1473,80.6831
4356,Green|Pink|Orange|Yellow,#06924D|#F1A1AF|#F67405|#FFE800,82.9510,81.1135,80.6824,80.3293,79.8424,143.7971,80.7214
4357,Polymaker Teal|Brown|Lime Green|Orange,#4CC0C7|#55331A|#D5D701|#F67405,85.5346,82.5039,80.8062,78.9512,77.3386,154.3074,80.7276
4358,Grey|Olive Green|White|Yellow,#8C9099|#948902|#EBF7FF|#FFE800,82.3087,81.6113,81.0341,79.8471,77.5577,120.9221,80.7292
4359,Polymaker Teal|Tan|Cold White|Orange,#4CC0C7|#A79E82|#D9DFE5|#F67405,84.7437,82.2341,81.0468,79.2515,76.2045,133.1476,80.7428
4360,Polymaker Teal|Grey|Olive Green|White,#4CC0C7|#8C9099|#948902|#EBF7FF,82.3532,81.7662,81.2150,79.7394,76.4591,111.0692,80.7528
4361,Green|Brown|Red|Yellow,#06924D|#55331A|#E72F1D|#FFE800,82.7685,80.9149,80.6440,80.6792,80.9517,142.3408,80.7971
4362,Grey|Olive Green|Tan|White,#8C9099|#948902|#A79E82|#EBF7FF,82.3676,81.8450,81.2756,79.7527,76.3927,111.0360,80.7989
4363,Grey|Olive Green|Cold White|White,#8C9099|#948902|#D9DFE5|#EBF7FF,82.3718,81.8480,81.2779,79.7555,76.3970,111.0340,80.8017
4364,Green|Brown|Lime Green|Red,#06924D|#55331A|#D5D701|#E72F1D,82.9659,80.9931,80.7069,80.6872,80.6119,139.9194,80.8402
4365,Dark Olive Drab|Grey|Olive Green|Lime Green,#575B54|#8C9099|#948902|#D5D701,82.7422,81.6547,81.0012,80.0465,78.5457,139.3617,80.8506
4366,Polymaker Teal|Dark Olive Drab|Grey|Lime Green,#4CC0C7|#575B54|#8C9099|#D5D701,82.8483,81.7496,81.0770,79.9846,78.3356,139.3137,80.8671
4367,Green|Tan|Cold White|Orange,#06924D|#A79E82|#D9DFE5|#F67405,83.3851,81.7701,81.1274,79.9891,77.5659,133.2943,80.8796
4368,Olive Green|Tan|Pink|Orange,#948902|#A79E82|#F1A1AF|#F67405,82.4175,81.4818,81.0749,80.2884,78.4763,141.9394,80.8851
4369,Green|Brown|Dark Olive Drab|Orange,#06924D|#55331A|#575B54|#F67405,83.8091,81.4417,81.0455,80.3289,78.7373,149.4922,80.8853
4370,Green|Dark Olive Drab|Grey|Yellow,#06924D|#575B54|#8C9099|#FFE800,81.9257,81.2785,80.9696,80.5057,79.4701,143.6219,80.8921
4371,Black|Brown|Dark Olive Drab|Red,#080A0D|#55331A|#575B54|#E72F1D,83.4769,81.2437,81.0734,80.5417,79.2534,137.5170,80.8927
4372,Polymaker Teal|Brown|Olive Green|Tan,#4CC0C7|#55331A|#948902|#A79E82,83.4375,81.8072,81.2618,79.9943,77.1792,120.3302,80.9007
4373,Dark Olive Drab|Grey|Tan|Lime Green,#575B54|#8C9099|#A79E82|#D5D701,82.8289,81.7556,81.1163,80.1362,78.5247,139.3027,80.9459
4374,Polymaker Teal|Brown|Grey|Lime Green,#4CC0C7|#55331A|#8C9099|#D5D701,84.4804,82.1052,80.9883,79.7921,78.4772,147.2252,80.9486
4375,Polymaker Teal|Dark Olive Drab|Tan|White,#4CC0C7|#575B54|#A79E82|#EBF7FF,83.7953,82.2069,81.4253,79.7052,75.8915,111.0417,80.9560
4376,Dark Olive Drab|Grey|Lime Green|Cold White,#575B54|#8C9099|#D5D701|#D9DFE5,82.9215,81.7733,81.1124,80.1554,78.6183,139.3617,80.9643
4377,Dark Olive Drab|Tan|Cold White|White,#575B54|#A79E82|#D9DFE5|#EBF7FF,83.8029,82.2345,81.4503,79.6997,75.8179,111.0081,80.9671
4378,Grey|Tan|White|Yellow,#8C9099|#A79E82|#EBF7FF|#FFE800,82.5184,81.8464,81.2810,80.0926,77.7541,120.9359,80.9695
4379,Green|Lime Green|Pink|Orange,#06924D|#D5D701|#F1A1AF|#F67405,83.2720,81.4121,80.9886,80.5516,79.6920,143.7974,80.9818
4380,Green|Red|Pink|Orange,#06924D|#E72F1D|#F1A1AF|#F67405,83.6632,81.5020,81.0325,80.4693,79.2490,143.7382,80.9856
4381,Lime Green|Cold White|White|Orange,#D5D701|#D9DFE5|#EBF7FF|#F67405,83.2329,81.9064,81.2218,80.0885,78.0708,126.2230,80.9975
4382,Black|Red|Orange|Yellow,#080A0D|#E72F1D|#F67405|#FFE800,82.3853,80.7239,80.9197,81.2740,81.8646,151.2861,80.9989
4383,Polymaker Teal|Dark Olive Drab|Tan|Orange,#4CC0C7|#575B54|#A79E82|#F67405,85.3081,82.2845,81.2457,79.7193,77.1872,146.1625,81.0019
4384,Polymaker Teal|Dark Olive Drab|Cold White|Orange,#4CC0C7|#575B54|#D9DFE5|#F67405,85.3252,82.3002,81.2562,79.7102,77.1425,146.2117,81.0052
4385,Polymaker Teal|Grey|White|Yellow,#4CC0C7|#8C9099|#EBF7FF|#FFE800,82.4514,81.8326,81.3214,80.1937,77.9066,120.9443,81.0131
4386,Grey|Lime Green|White|Yellow,#8C9099|#D5D701|#EBF7FF|#FFE800,82.5192,81.8615,81.3215,80.1863,77.8900,120.9366,81.0239
4387,Olive Green|Lime Green|Magenta|Yellow,#948902|#D5D701|#F24574|#FFE800,83.4642,81.3771,80.9643,80.7271,80.1035,130.1986,81.0521
4388,Cold White|White|Orange|Yellow,#D9DFE5|#EBF7FF|#F67405|#FFE800,83.2726,81.9425,81.2491,80.1684,78.3213,126.2078,81.0555
4389,Brown|Dark Olive Drab|Olive Green|Tan,#55331A|#575B54|#948902|#A79E82,83.4794,81.9541,81.4261,80.1886,77.3648,120.3756,81.0713
4390,Brown|Dark Olive Drab|Grey|Lime Green,#55331A|#575B54|#8C9099|#D5D701,84.4349,82.1174,81.0532,80.0426,78.9203,147.0387,81.0800
4391,Black|Dark Grey|Red|Orange,#080A0D|#485259|#E72F1D|#F67405,83.6967,81.7021,81.2132,80.5155,79.4962,149.4404,81.1088
4392,Green|Dark Grey|Brown|Yellow,#06924D|#485259|#55331A|#FFE800,81.9903,81.3036,81.1175,80.9173,80.5941,152.6121,81.1105
4393,Brown|Grey|Olive Green|Lime Green,#55331A|#8C9099|#948902|#D5D701,84.5525,82.2474,81.1320,79.9839,78.7312,147.0762,81.1157
4394,Brown|Grey|Lime Green|Cold White,#55331A|#8C9099|#D5D701|#D9DFE5,84.5912,82.2521,81.1323,79.9949,78.7600,147.0762,81.1235
4395,Brown|Olive Green|Tan|Cold White,#55331A|#948902|#A79E82|#D9DFE5,83.4568,81.9900,81.4847,80.2617,77.4581,120.3872,81.1258
4396,Grey|Cold White|White|Yellow,#8C9099|#D9DFE5|#EBF7FF|#FFE800,82.6770,82.0174,81.4659,80.2882,77.9144,120.8517,81.1528
4397,Brown|Grey|Tan|Lime Green,#55331A|#8C9099|#A79E82|#D5D701,84.5691,82.2733,81.1656,80.0347,78.7795,147.0094,81.1540
4398,Black|Lime Green|Red|Orange,#080A0D|#D5D701|#E72F1D|#F67405,82.6010,80.9452,81.1399,81.4463,81.8437,151.9485,81.1957
4399,Polymaker Teal|Cold White|White|Orange,#4CC0C7|#D9DFE5|#EBF7FF|#F67405,84.5521,82.5610,81.5538,79.8452,76.7212,128.1565,81.2031
4400,Dark Grey|Brown|Grey|Lime Green,#485259|#55331A|#8C9099|#D5D701,83.1474,81.8944,81.2821,80.5183,79.5471,148.1938,81.2063
4401,Black|Olive Green|White|Orange,#080A0D|#948902|#EBF7FF|#F67405,84.3023,82.5186,81.4705,79.9234,77.9445,148.4042,81.2210
4402,Polymaker Teal|Dark Olive Drab|Grey|White,#4CC0C7|#575B54|#8C9099|#EBF7FF,84.1155,82.4914,81.6918,79.9548,76.0975,110.2638,81.2231
4403,Polymaker Teal|Brown|Dark Olive Drab|Orange,#4CC0C7|#55331A|#575B54|#F67405,85.5367,82.5171,81.4735,79.9372,77.3913,146.2152,81.2272
4404,Polymaker Teal|Tan|White|Orange,#4CC0C7|#A79E82|#EBF7FF|#F67405,84.5750,82.5849,81.5806,79.8767,76.7584,128.4160,81.2308
4405,Green|Grey|Olive Green|Lime Green,#06924D|#8C9099|#948902|#D5D701,81.9892,81.6183,81.4169,80.8833,79.5110,136.5094,81.2508
4406,Green|Polymaker Teal|Dark Olive Drab|Cold White,#06924D|#4CC0C7|#575B54|#D9DFE5,81.7846,81.6074,81.5434,80.8959,78.7915,119.8646,81.2517
4407,Dark Olive Drab|Grey|Cold White|White,#575B54|#8C9099|#D9DFE5|#EBF7FF,84.1635,82.5581,81.7424,79.9613,76.0355,110.2579,81.2597
4408,Olive Green|White|Orange|Yellow,#948902|#EBF7FF|#F67405|#FFE800,83.1545,81.9998,81.4173,80.5400,79.2104,130.9058,81.2699
4409,Brown|Olive Green|Tan|Red,#55331A|#948902|#A79E82|#E72F1D,83.9923,81.8389,81.2909,80.7017,79.6628,137.3890,81.2703
4410,Green|Cold White|White|Orange,#06924D|#D9DFE5|#EBF7FF|#F67405,82.9731,81.9973,81.6048,80.5704,78.0286,126.5657,81.2839
4411,Polymaker Teal|Dark Olive Drab|Grey|Yellow,#4CC0C7|#575B54|#8C9099|#FFE800,83.2764,82.1880,81.5043,80.4292,78.7903,143.2808,81.3086
4412,Dark Olive Drab|Olive Green|Tan|Orange,#575B54|#948902|#A79E82|#F67405,84.8810,82.0508,81.3955,80.5924,79.1205,149.1756,81.3216
4413,Dark Olive Drab|Grey|Olive Green|Yellow,#575B54|#8C9099|#948902|#FFE800,83.1868,82.1029,81.4568,80.5411,79.1060,143.3598,81.3220
4414,Green|Grey|Lime Green|Cold White,#06924D|#8C9099|#D5D701|#D9DFE5,82.0797,81.6735,81.4815,80.9762,79.5204,133.5204,81.3248
4415,Dark Grey|Polymaker Teal|Brown|Yellow,#485259|#4CC0C7|#55331A|#FFE800,83.3672,82.1605,81.5093,80.5303,79.3702,152.1461,81.3454
4416,Green|Grey|Tan|Lime Green,#06924D|#8C9099|#A79E82|#D5D701,82.0894,81.7231,81.5320,81.0044,79.5506,136.5061,81.3637
4417,Dark Olive Drab|Grey|Lime Green|Yellow,#575B54|#8C9099|#D5D701|#FFE800,83.2509,82.1411,81.5079,80.6091,79.1477,143.4148,81.3751
4418,Green|Polymaker Teal|Grey|Lime Green,#06924D|#4CC0C7|#8C9099|#D5D701,82.1771,81.7522,81.5415,81.0049,79.5852,136.3401,81.3785
4419,Tan|White|Pink|Orange,#A79E82|#EBF7FF|#F1A1AF|#F67405,83.5111,82.4142,81.7061,80.3565,77.8433,138.6267,81.3853
4420,Black|Polymaker Teal|White|Orange,#080A0D|#4CC0C7|#EBF7FF|#F67405,85.2287,83.2269,81.8302,79.5894,76.5197,148.0479,81.4082
4421,Dark Olive Drab|Grey|Cold White|Yellow,#575B54|#8C9099|#D9DFE5|#FFE800,83.3434,82.2324,81.5672,80.5964,79.0488,143.3602,81.4144
4422,Tan|Lime Green|Red|Orange,#A79E82|#D5D701|#E72F1D|#F67405,83.4387,81.9442,81.4098,80.9079,80.4125,145.8686,81.4260
4423,Dark Olive Drab|Olive Green|Cold White|Orange,#575B54|#948902|#D9DFE5|#F67405,84.8989,82.1128,81.5083,80.7613,79.3496,149.0327,81.4371
4424,Olive Green|Lime Green|White|Orange,#948902|#D5D701|#EBF7FF|#F67405,83.4411,82.2484,81.6508,80.6573,78.9655,130.8774,81.4529
4425,Dark Olive Drab|Grey|Tan|Yellow,#575B54|#8C9099|#A79E82|#FFE800,83.2686,82.2624,81.6262,80.6647,79.1121,143.4734,81.4636
4426,Dark Grey|Brown|Lime Green|Yellow,#485259|#55331A|#D5D701|#FFE800,83.3070,82.1170,81.5695,80.9256,80.1930,152.3177,81.5213
4427,Tan|Red|Orange|Yellow,#A79E82|#E72F1D|#F67405|#FFE800,83.4801,81.9857,81.4738,81.0624,80.7864,145.8941,81.5240
4428,Dark Grey|Brown|Grey|Yellow,#485259|#55331A|#8C9099|#FFE800,83.4121,82.2173,81.6220,80.8525,79.9972,152.1050,81.5349
4429,Dark Grey|Brown|Dark Olive Drab|Yellow,#485259|#55331A|#575B54|#FFE800,83.3957,82.2154,81.6320,80.9015,80.0863,152.2519,81.5585
4430,Dark Grey|Brown|Cold White|Yellow,#485259|#55331A|#D9DFE5|#FFE800,83.4144,82.2277,81.6378,80.8957,80.0692,152.3178,81.5617
4431,Dark Grey|Brown|Olive Green|Yellow,#485259|#55331A|#948902|#FFE800,83.3420,82.1956,81.6358,80.9469,80.1667,152.3105,81.5713
4432,Olive Green|Tan|Cold White|Orange,#948902|#A79E82|#D9DFE5|#F67405,84.7458,82.7431,81.7963,80.4503,77.9780,133.0791,81.5967
4433,Green|White|Pink|Orange,#06924D|#EBF7FF|#F1A1AF|#F67405,83.9564,82.3170,81.8481,80.9125,78.7580,139.2665,81.6148
4434,Dark Grey|Brown|Tan|Yellow,#485259|#55331A|#A79E82|#FFE800,83.4073,82.3472,81.7825,81.0081,80.0549,152.3044,81.6776
4435,Brown|Dark Olive Drab|Olive Green|Orange,#55331A|#575B54|#948902|#F67405,85.0992,82.3447,81.7463,81.0117,79.6322,149.0755,81.6782
4436,Polymaker Teal|Dark Olive Drab|Cold White|White,#4CC0C7|#575B54|#D9DFE5|#EBF7FF,84.6178,82.9547,82.1469,80.4034,76.5425,111.0397,81.6790
4437,Green|Black|Red|Orange,#06924D|#080A0D|#E72F1D|#F67405,82.4956,81.5426,81.8847,81.8890,81.2268,150.9117,81.7158
4438,Grey|Olive Green|Lime Green|Cold White,#8C9099|#948902|#D5D701|#D9DFE5,83.2995,82.5499,82.0027,80.9180,79.0291,133.4629,81.7339
4439,Green|Dark Grey|Brown|Lime Green,#06924D|#485259|#55331A|#D5D701,82.2988,81.8983,81.8125,81.6174,81.0473,152.0358,81.7578
4440,Lime Green|White|Orange|Yellow,#D5D701|#EBF7FF|#F67405|#FFE800,83.6556,82.5441,81.9632,81.0026,79.3863,130.8083,81.7734
4441,Polymaker Teal|Grey|Olive Green|Lime Green,#4CC0C7|#8C9099|#948902|#D5D701,83.2519,82.5644,82.0599,80.9891,79.1227,136.4449,81.7767
