rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
174,Dark Olive Drab|Purple|Tan|Red,#575B54|#6C47B2|#A79E82|#E72F1D,33.7998,29.4781,28.2799,27.2105,25.8003,86.3975,28.3443
175,Green|Purple|White|Orange,#06924D|#6C47B2|#EBF7FF|#F67405,31.4583,29.1321,28.4705,27.5616,25.7173,65.7647,28.3469
176,Purple|Olive Green|Red|Orange,#6C47B2|#948902|#E72F1D|#F67405,33.4421,29.3389,28.2810,27.3668,26.1810,71.2096,28.3529
177,Dark Grey|Brown|Purple|Red,#485259|#55331A|#6C47B2|#E72F1D,35.4010,29.5358,28.1763,27.1733,26.1383,91.6313,28.3545
178,Purple|Grey|Olive Green|Red,#6C47B2|#8C9099|#948902|#E72F1D,33.8704,29.3923,28.2906,27.3318,25.9978,71.2209,28.3620
179,Purple|Pink|Magenta|Orange,#6C47B2|#F1A1AF|#F24574|#F67405,32.9501,29.5024,28.3933,27.2255,25.5749,92.5800,28.3639
180,Purple|Tan|Lime Green|Magenta,#6C47B2|#A79E82|#D5D701|#F24574,33.2026,29.5147,28.4450,27.2525,25.3812,67.0582,28.3836
181,Green|Purple|Pink|Orange,#06924D|#6C47B2|#F1A1AF|#F67405,31.4936,29.1687,28.5112,27.6059,25.7584,65.8922,28.3873
182,Dark Grey|Purple|Cold White|Red,#485259|#6C47B2|#D9DFE5|#E72F1D,33.9514,29.6239,28.3547,27.2015,25.6959,89.8041,28.4127
183,Polymaker Teal|Purple|Cold White|Red,#4CC0C7|#6C47B2|#D9DFE5|#E72F1D,32.6886,29.4295,28.4724,27.4140,25.7813,88.9598,28.4217
184,Blue|Azure Blue|Lime Green|Magenta,#003776|#0066D9|#D5D701|#F24574,34.0233,29.7504,28.4397,27.1032,25.2820,54.7418,28.4268
185,Black|Polymaker Teal|Purple|Orange,#080A0D|#4CC0C7|#6C47B2|#F67405,35.2072,29.7333,28.4772,27.1279,25.0879,69.7226,28.4306
186,Purple|Olive Green|Cold White|Red,#6C47B2|#948902|#D9DFE5|#E72F1D,33.9661,29.4695,28.3562,27.3920,26.0218,71.4460,28.4308
187,Polymaker Teal|Purple|Red|Pink,#4CC0C7|#6C47B2|#E72F1D|#F1A1AF,32.7191,29.4604,28.4928,27.4109,25.8192,90.2554,28.4356
188,Brown|Purple|Red|Pink,#55331A|#6C47B2|#E72F1D|#F1A1AF,35.4727,29.6406,28.2720,27.2405,26.1817,92.3665,28.4405
189,Purple|Olive Green|Red|Pink,#6C47B2|#948902|#E72F1D|#F1A1AF,33.8744,29.4705,28.3866,27.4170,26.0622,71.4567,28.4437
190,Purple|Olive Green|Red|Magenta,#6C47B2|#948902|#E72F1D|#F24574,33.8904,29.4958,28.4012,27.4127,26.0538,71.3347,28.4543
191,Azure Blue|Purple|Orange|Yellow,#0066D9|#6C47B2|#F67405|#FFE800,32.4708,29.6040,28.5183,27.3223,25.5799,68.0049,28.4631
192,Polymaker Teal|Purple|Grey|Red,#4CC0C7|#6C47B2|#8C9099|#E72F1D,32.8005,29.4961,28.5134,27.4322,25.8600,90.2311,28.4642
193,Green|Brown|Purple|Lime Green,#06924D|#55331A|#6C47B2|#D5D701,39.1133,29.7141,28.2674,27.2275,25.8609,84.5968,28.4708
194,Polymaker Teal|Purple|Magenta|Orange,#4CC0C7|#6C47B2|#F24574|#F67405,32.4197,29.5019,28.5982,27.4584,25.5967,69.6194,28.4801
195,Green|Purple|Magenta|Orange,#06924D|#6C47B2|#F24574|#F67405,32.3337,29.2943,28.5464,27.6895,26.0177,66.0477,28.4919
196,Blue|Purple|Red|Magenta,#003776|#6C47B2|#E72F1D|#F24574,33.7884,29.6605,28.4018,27.3333,26.2649,102.9583,28.4969
197,Purple|Lime Green|Cold White|Magenta,#6C47B2|#D5D701|#D9DFE5|#F24574,33.4006,29.6427,28.5849,27.4199,25.5344,68.9262,28.5313
198,Polymaker Teal|Purple|Red|Magenta,#4CC0C7|#6C47B2|#E72F1D|#F24574,32.8179,29.5608,28.5951,27.5143,25.9208,90.2554,28.5375
199,Purple|Lime Green|White|Magenta,#6C47B2|#D5D701|#EBF7FF|#F24574,33.4145,29.6537,28.5953,27.4239,25.5258,69.0074,28.5388
200,Polymaker Teal|Purple|Red|White,#4CC0C7|#6C47B2|#E72F1D|#EBF7FF,32.8116,29.5698,28.6092,27.5100,25.8448,90.1054,28.5399
201,Brown|Purple|Magenta|Orange,#55331A|#6C47B2|#F24574|#F67405,35.8877,29.8475,28.4524,27.2376,25.5953,76.2553,28.5425
202,Purple|Grey|Red|White,#6C47B2|#8C9099|#E72F1D|#EBF7FF,33.0128,29.6215,28.5959,27.4965,25.9464,91.7067,28.5590
203,Blue|Dark Grey|Purple|Red,#003776|#485259|#6C47B2|#E72F1D,33.8087,29.6381,28.4493,27.4823,26.4393,92.7636,28.5602
204,Blue|Brown|Purple|Red,#003776|#55331A|#6C47B2|#E72F1D,35.4062,29.7444,28.4042,27.4114,26.4029,92.3925,28.5779
205,Purple|Grey|Lime Green|Magenta,#6C47B2|#8C9099|#D5D701|#F24574,33.2882,29.6943,28.6416,27.4640,25.5749,66.8002,28.5791
206,Brown|Purple|Red|Magenta,#55331A|#6C47B2|#E72F1D|#F24574,35.5989,29.7689,28.4075,27.4046,26.3982,92.2497,28.5867
207,Dark Grey|Purple|Magenta|Orange,#485259|#6C47B2|#F24574|#F67405,33.7850,29.7951,28.5823,27.3972,25.7160,71.2842,28.5961
208,Polymaker Teal|Dark Olive Drab|Purple|Red,#4CC0C7|#575B54|#6C47B2|#E72F1D,34.2813,29.8477,28.5628,27.3768,25.8513,90.3229,28.6122
209,Black|Purple|Tan|Orange,#080A0D|#6C47B2|#A79E82|#F67405,35.3355,29.8794,28.6632,27.4040,25.4879,68.6901,28.6417
210,Purple|Grey|Cold White|Red,#6C47B2|#8C9099|#D9DFE5|#E72F1D,33.0900,29.6858,28.6705,27.6092,26.0586,90.0851,28.6475
211,Azure Blue|Dark Olive Drab|Red|Yellow,#0066D9|#575B54|#E72F1D|#FFE800,34.1562,29.8792,28.5716,27.4178,26.0477,53.9320,28.6485
212,Blue|Dark Olive Drab|Purple|Red,#003776|#575B54|#6C47B2|#E72F1D,34.0118,29.7579,28.5611,27.5567,26.4034,90.7278,28.6573
213,Purple|Lime Green|Magenta|Yellow,#6C47B2|#D5D701|#F24574|#FFE800,33.6466,29.7599,28.6746,27.5778,25.7641,75.3999,28.6689
214,Purple|Tan|Magenta|Orange,#6C47B2|#A79E82|#F24574|#F67405,32.6001,29.6474,28.7512,27.7109,26.0283,68.4745,28.6792
215,Black|Dark Olive Drab|Purple|Orange,#080A0D|#575B54|#6C47B2|#F67405,35.2119,29.9269,28.7097,27.4483,25.5393,69.4154,28.6876
216,Purple|Grey|Magenta|Orange,#6C47B2|#8C9099|#F24574|#F67405,32.8101,29.7647,28.7886,27.6614,25.9347,72.4745,28.7130
217,Dark Grey|Purple|Grey|Red,#485259|#6C47B2|#8C9099|#E72F1D,34.0889,29.8610,28.6349,27.5664,26.3161,92.9324,28.7137
218,Azure Blue|Green|Black|Red,#0066D9|#06924D|#080A0D|#E72F1D,35.9394,29.7340,28.6184,27.7159,26.3533,70.3477,28.7250
219,Blue|Polymaker Teal|Purple|Orange,#003776|#4CC0C7|#6C47B2|#F67405,32.5493,29.8634,28.8815,27.5998,25.5202,69.8460,28.7316
220,Dark Olive Drab|Purple|Red|White,#575B54|#6C47B2|#E72F1D|#EBF7FF,34.2714,29.9287,28.6702,27.5407,26.1479,90.4943,28.7347
221,Purple|Grey|Red|Pink,#6C47B2|#8C9099|#E72F1D|#F1A1AF,33.1643,29.7864,28.7654,27.7351,26.3980,93.0032,28.7608
222,Purple|Tan|Magenta|Yellow,#6C47B2|#A79E82|#F24574|#FFE800,33.5467,29.8404,28.7817,27.7052,25.9229,73.4780,28.7728
223,Green|Black|Purple|Lime Green,#06924D|#080A0D|#6C47B2|#D5D701,37.3604,29.7576,28.6721,27.7994,26.3517,88.0918,28.7785
224,Polymaker Teal|Purple|Cold White|Orange,#4CC0C7|#6C47B2|#D9DFE5|#F67405,32.5048,29.9009,28.9342,27.6566,25.5839,69.8429,28.7787
225,Dark Grey|Purple|Red|Pink,#485259|#6C47B2|#E72F1D|#F1A1AF,34.0800,29.8833,28.6781,27.6896,26.6217,92.8105,28.7864
226,Green|Brown|Purple|Yellow,#06924D|#55331A|#6C47B2|#FFE800,38.7891,29.9265,28.5831,27.6551,26.2834,82.9793,28.7908
227,Black|Purple|White|Orange,#080A0D|#6C47B2|#EBF7FF|#F67405,35.6296,30.1090,28.8238,27.4729,25.4710,70.9533,28.7909
228,Purple|Grey|Red|Magenta,#6C47B2|#8C9099|#E72F1D|#F24574,33.2105,29.8156,28.7932,27.7669,26.4415,92.9553,28.7912
229,Polymaker Teal|Purple|Pink|Orange,#4CC0C7|#6C47B2|#F1A1AF|#F67405,32.5303,29.9187,28.9515,27.6745,25.5971,69.8478,28.7966
230,Polymaker Teal|Purple|White|Orange,#4CC0C7|#6C47B2|#EBF7FF|#F67405,32.5464,29.9325,28.9627,27.6790,25.5927,70.0344,28.8058
231,Polymaker Teal|Purple|Grey|Orange,#4CC0C7|#6C47B2|#8C9099|#F67405,32.5611,29.9597,28.9932,27.7148,25.6389,69.8429,28.8373
232,Dark Grey|Purple|Red|Magenta,#485259|#6C47B2|#E72F1D|#F24574,34.1567,29.9418,28.7377,27.7562,26.7020,92.7664,28.8490
233,Azure Blue|Dark Olive Drab|Lime Green|Red,#0066D9|#575B54|#D5D701|#E72F1D,34.3509,30.0810,28.8065,27.6345,26.1112,52.8198,28.8577
234,Purple|Grey|Magenta|Yellow,#6C47B2|#8C9099|#F24574|#FFE800,33.4722,29.9118,28.8914,27.8084,25.9976,72.2365,28.8601
235,Black|Purple|Tan|Magenta,#080A0D|#6C47B2|#A79E82|#F24574,38.9628,30.3384,28.7588,27.4623,25.4978,91.4160,28.9004
236,Black|Purple|Cold White|Orange,#080A0D|#6C47B2|#D9DFE5|#F67405,35.7492,30.2318,28.9366,27.5763,25.5788,72.5151,28.9040
237,Brown|Purple|Olive Green|Magenta,#55331A|#6C47B2|#948902|#F24574,37.6086,30.3464,28.8321,27.4667,25.2478,69.5611,28.9066
238,Dark Grey|Dark Olive Drab|Purple|Red,#485259|#575B54|#6C47B2|#E72F1D,34.3118,30.0248,28.8155,27.7988,26.6413,90.7139,28.9118
239,Black|Dark Grey|Purple|Orange,#080A0D|#485259|#6C47B2|#F67405,35.5816,30.1950,28.9301,27.6300,25.7039,72.0747,28.9125
240,Azure Blue|Purple|Red|White,#0066D9|#6C47B2|#E72F1D|#EBF7FF,33.5924,30.0208,28.9234,27.8328,26.3835,92.0117,28.9268
241,Black|Brown|Purple|Lime Green,#080A0D|#55331A|#6C47B2|#D5D701,40.4743,30.4548,28.7491,27.4094,25.6725,84.9414,28.9321
242,Dark Olive Drab|Purple|Cold White|Red,#575B54|#6C47B2|#D9DFE5|#E72F1D,34.3643,30.0818,28.8713,27.7878,26.3452,89.3495,28.9348
243,Black|Purple|Grey|Orange,#080A0D|#6C47B2|#8C9099|#F67405,35.7144,30.2331,28.9544,27.6418,25.7025,72.5182,28.9375
244,Purple|Cold White|Magenta|Yellow,#6C47B2|#D9DFE5|#F24574|#FFE800,33.5384,29.9227,28.9784,27.9818,26.2001,74.9195,28.9523
245,Azure Blue|Black|Olive Green|Red,#0066D9|#080A0D|#948902|#E72F1D,36.9389,30.2882,28.8281,27.6509,26.2494,62.7434,28.9696
246,Dark Grey|Brown|Purple|Lime Green,#485259|#55331A|#6C47B2|#D5D701,40.3058,30.5232,28.8226,27.4279,25.6120,84.6782,28.9755
247,Dark Olive Drab|Purple|Red|Pink,#575B54|#6C47B2|#E72F1D|#F1A1AF,34.4065,30.1225,28.9063,27.8773,26.7024,90.7557,28.9999
248,Polymaker Teal|Purple|Tan|Orange,#4CC0C7|#6C47B2|#A79E82|#F67405,32.6981,30.1201,29.1603,27.8893,25.8173,69.6043,29.0047
249,Azure Blue|Purple|Magenta|Orange,#0066D9|#6C47B2|#F24574|#F67405,33.7374,30.2350,29.0575,27.8063,26.1671,95.9493,29.0206
250,Green|Black|Purple|Yellow,#06924D|#080A0D|#6C47B2|#FFE800,37.2418,29.9659,28.9100,28.0766,26.6315,85.8664,29.0213
251,Dark Olive Drab|Purple|Red|Magenta,#575B54|#6C47B2|#E72F1D|#F24574,34.4591,30.1448,28.9303,27.9112,26.7486,90.7292,29.0280
252,Brown|Dark Olive Drab|Purple|Lime Green,#55331A|#575B54|#6C47B2|#D5D701,40.3617,30.5904,28.8809,27.4727,25.6561,84.9223,29.0316
253,Blue|Brown|Purple|Lime Green,#003776|#55331A|#6C47B2|#D5D701,40.5159,30.6446,28.9116,27.4515,25.5882,84.6819,29.0481
254,Dark Olive Drab|Purple|Grey|Red,#575B54|#6C47B2|#8C9099|#E72F1D,34.4300,30.1683,28.9663,27.9328,26.6960,91.7933,29.0506
255,Azure Blue|Green|Purple|Red,#0066D9|#06924D|#6C47B2|#E72F1D,33.3579,29.8938,29.0392,28.2325,26.9344,75.3290,29.0632
256,Dark Olive Drab|Purple|Magenta|Orange,#575B54|#6C47B2|#F24574|#F67405,34.3724,30.2646,29.0576,27.8910,26.2115,69.2496,29.0778
257,Azure Blue|Purple|Lime Green|Orange,#0066D9|#6C47B2|#D5D701|#F67405,32.8783,30.1665,29.1631,27.9914,26.1542,63.2987,29.0789
258,Blue|Purple|Tan|Orange,#003776|#6C47B2|#A79E82|#F67405,32.8451,30.1806,29.2222,28.0319,26.0969,69.0867,29.1062
259,Azure Blue|Grey|Red|Yellow,#0066D9|#8C9099|#E72F1D|#FFE800,33.2060,30.1255,29.1421,28.1665,26.8424,58.8631,29.1460
260,Green|Purple|Lime Green|Magenta,#06924D|#6C47B2|#D5D701|#F24574,34.0472,30.1317,29.1059,28.1678,26.7171,67.9103,29.1498
261,Polymaker Teal|Brown|Purple|Lime Green,#4CC0C7|#55331A|#6C47B2|#D5D701,40.4370,30.6859,29.0204,27.6182,25.7828,84.7336,29.1520
262,Blue|Black|Purple|Orange,#003776|#080A0D|#6C47B2|#F67405,35.8970,30.4700,29.1807,27.8570,25.9224,76.5573,29.1635
263,Polymaker Teal|Brown|Purple|Orange,#4CC0C7|#55331A|#6C47B2|#F67405,36.0497,30.5047,29.2046,27.8429,25.7777,69.7340,29.1738
264,Black|Purple|Pink|Orange,#080A0D|#6C47B2|#F1A1AF|#F67405,35.9295,30.5030,29.2166,27.8938,25.9539,76.6430,29.1984
265,Dark Grey|Polymaker Teal|Purple|Orange,#485259|#4CC0C7|#6C47B2|#F67405,33.3599,30.3985,29.3423,28.0236,25.9396,69.7951,29.2111
266,Blue|Purple|Grey|Orange,#003776|#6C47B2|#8C9099|#F67405,33.0523,30.3644,29.3552,28.1009,26.1306,72.5756,29.2327
267,Purple|Grey|Tan|Orange,#6C47B2|#8C9099|#A79E82|#F67405,32.8225,30.3041,29.3742,28.1864,26.2497,68.8099,29.2452
268,Purple|Tan|Pink|Orange,#6C47B2|#A79E82|#F1A1AF|#F67405,32.7970,30.3104,29.4046,28.2492,26.3353,68.5389,29.2798
269,Green|Purple|Magenta|Yellow,#06924D|#6C47B2|#F24574|#FFE800,34.0555,30.1886,29.2087,28.4022,27.0433,72.9688,29.2954
270,Black|Polymaker Teal|Purple|Lime Green,#080A0D|#4CC0C7|#6C47B2|#D5D701,38.6098,30.6104,29.2701,27.9903,26.1658,88.0973,29.3003
271,Blue|Purple|White|Orange,#003776|#6C47B2|#EBF7FF|#F67405,33.2809,30.4802,29.4408,28.1357,26.0858,75.3606,29.3080
272,Black|Dark Grey|Purple|Lime Green,#080A0D|#485259|#6C47B2|#D5D701,38.6903,30.6567,29.2737,27.9707,26.0802,88.1767,29.3137
273,Brown|Purple|Grey|Lime Green,#55331A|#6C47B2|#8C9099|#D5D701,40.7078,30.9397,29.2030,27.6942,25.6575,85.2821,29.3169
274,Purple|Tan|White|Orange,#6C47B2|#A79E82|#EBF7FF|#F67405,32.8957,30.3816,29.4557,28.2658,26.3163,69.1080,29.3237
275,Brown|Purple|Tan|Lime Green,#55331A|#6C47B2|#A79E82|#D5D701,40.7052,30.9489,29.2155,27.7002,25.6584,85.1663,29.3246
276,Blue|Black|Purple|Lime Green,#003776|#080A0D|#6C47B2|#D5D701,38.7666,30.6879,29.2917,27.9810,26.1054,88.3008,29.3344
277,Azure Blue|Red|Orange|Yellow,#0066D9|#E72F1D|#F67405|#FFE800,33.3702,30.3149,29.3365,28.3605,27.0412,63.0688,29.3377
278,Azure Blue|Tan|Red|Yellow,#0066D9|#A79E82|#E72F1D|#FFE800,33.4155,30.3378,29.3379,28.3376,26.9937,61.6480,29.3377
279,Purple|Grey|Pink|Orange,#6C47B2|#8C9099|#F1A1AF|#F67405,33.0572,30.4654,29.4767,28.2315,26.2690,72.6400,29.3484
280,Black|Dark Olive Drab|Purple|Lime Green,#080A0D|#575B54|#6C47B2|#D5D701,38.7666,30.7071,29.3099,27.9917,26.1086,88.4519,29.3494
281,Azure Blue|Purple|Red|Pink,#0066D9|#6C47B2|#E72F1D|#F1A1AF,34.2272,30.5180,29.3025,28.1889,27.0699,98.1023,29.3534
282,Brown|Purple|Olive Green|Orange,#55331A|#6C47B2|#948902|#F67405,35.7094,30.5114,29.3522,28.2116,26.3439,65.8038,29.3615
283,Black|Purple|Grey|Lime Green,#080A0D|#6C47B2|#8C9099|#D5D701,38.7865,30.7205,29.3250,28.0084,26.0985,88.4223,29.3644
284,Purple|Grey|White|Orange,#6C47B2|#8C9099|#EBF7FF|#F67405,33.1016,30.4924,29.5087,28.2406,26.2152,73.0274,29.3665
285,Black|Purple|Tan|Lime Green,#080A0D|#6C47B2|#A79E82|#D5D701,38.6857,30.6996,29.3407,28.0400,26.1095,87.8507,29.3698
286,Black|Purple|Lime Green|Cold White,#080A0D|#6C47B2|#D5D701|#D9DFE5,38.8283,30.7345,29.3367,28.0220,26.1263,88.5446,29.3782
287,Azure Blue|Green|Red|Yellow,#0066D9|#06924D|#E72F1D|#FFE800,33.3545,30.1698,29.3075,28.5877,27.5983,60.5989,29.3788
288,Dark Grey|Purple|Tan|Orange,#485259|#6C47B2|#A79E82|#F67405,33.4544,30.5151,29.4775,28.2427,26.2919,68.8652,29.3789
289,Purple|Tan|Cold White|Orange,#6C47B2|#A79E82|#D9DFE5|#F67405,32.9203,30.4457,29.5307,28.3183,26.3169,70.1099,29.3820
290,Azure Blue|Purple|Cold White|Red,#0066D9|#6C47B2|#D9DFE5|#E72F1D,33.8724,30.4396,29.3992,28.3301,26.8152,90.5171,29.3849
291,Purple|Grey|Cold White|Orange,#6C47B2|#8C9099|#D9DFE5|#F67405,33.0842,30.5081,29.5349,28.2699,26.2436,73.3888,29.3890
292,Blue|Purple|Cold White|Orange,#003776|#6C47B2|#D9DFE5|#F67405,33.2577,30.5262,29.5290,28.2587,26.2283,74.7382,29.3925
293,Brown|Purple|Tan|Orange,#55331A|#6C47B2|#A79E82|#F67405,36.1050,30.6500,29.3998,28.1397,26.2054,68.5801,29.3949
294,Brown|Dark Olive Drab|Purple|Orange,#55331A|#575B54|#6C47B2|#F67405,36.1055,30.6680,29.3908,28.1244,26.2203,69.4354,29.3962
295,Brown|Purple|Lime Green|Cold White,#55331A|#6C47B2|#D5D701|#D9DFE5,40.8555,31.0165,29.2749,27.7851,25.7673,85.6122,29.4008
296,Azure Blue|Red|Pink|Yellow,#0066D9|#E72F1D|#F1A1AF|#FFE800,33.4772,30.3932,29.4071,28.4221,27.0777,63.0688,29.4077
297,Black|Brown|Purple|Yellow,#080A0D|#55331A|#6C47B2|#FFE800,40.4078,30.8942,29.2670,27.9569,26.0550,82.9680,29.4255
298,Dark Grey|Brown|Purple|Yellow,#485259|#55331A|#6C47B2|#FFE800,40.1624,30.9351,29.2862,27.9160,25.9749,82.9015,29.4256
299,Azure Blue|Black|Purple|Red,#0066D9|#080A0D|#6C47B2|#E72F1D,37.2288,30.8553,29.2420,27.9969,26.9034,97.7688,29.4261
300,Polymaker Teal|Purple|Lime Green|Magenta,#4CC0C7|#6C47B2|#D5D701|#F24574,33.7041,30.4454,29.5355,28.4267,26.5841,66.4156,29.4361
301,Brown|Dark Olive Drab|Purple|Yellow,#55331A|#575B54|#6C47B2|#FFE800,40.1745,30.9689,29.3341,27.9912,26.0741,82.9537,29.4801
302,Blue|Dark Grey|Purple|Orange,#003776|#485259|#6C47B2|#F67405,33.5886,30.6744,29.6068,28.3625,26.4366,71.3905,29.5185
303,Purple|Cold White|Pink|Orange,#6C47B2|#D9DFE5|#F1A1AF|#F67405,33.2100,30.6244,29.6773,28.4415,26.4082,75.3241,29.5330
304,Dark Grey|Purple|White|Orange,#485259|#6C47B2|#EBF7FF|#F67405,33.6942,30.7375,29.6525,28.3426,26.3233,70.6638,29.5401
305,Azure Blue|Black|Red|Orange,#0066D9|#080A0D|#E72F1D|#F67405,37.4742,30.9683,29.3954,28.1235,26.8182,77.7814,29.5459
306,Azure Blue|Green|Brown|Red,#0066D9|#06924D|#55331A|#E72F1D,35.5714,30.4933,29.4780,28.5986,27.1954,70.9758,29.5459
307,Azure Blue|Grey|Lime Green|Red,#0066D9|#8C9099|#D5D701|#E72F1D,33.5874,30.5476,29.5752,28.5484,27.0348,56.7143,29.5480
308,Purple|Cold White|White|Orange,#6C47B2|#D9DFE5|#EBF7FF|#F67405,33.2263,30.6388,29.6935,28.4584,26.4204,76.3290,29.5486
309,Azure Blue|Polymaker Teal|Purple|Red,#0066D9|#4CC0C7|#6C47B2|#E72F1D,34.0011,30.6427,29.5845,28.4697,26.9819,88.5446,29.5562
310,Azure Blue|Cold White|Red|Yellow,#0066D9|#D9DFE5|#E72F1D|#FFE800,33.5662,30.5237,29.5578,28.5928,27.2602,63.4868,29.5582
311,Dark Grey|Purple|Cold White|Orange,#485259|#6C47B2|#D9DFE5|#F67405,33.7459,30.7761,29.6880,28.3735,26.3524,71.5050,29.5748
312,Azure Blue|Tan|Lime Green|Red,#0066D9|#A79E82|#D5D701|#E72F1D,33.6304,30.5826,29.6069,28.5755,27.0629,57.5418,29.5791
313,Brown|Purple|White|Orange,#55331A|#6C47B2|#EBF7FF|#F67405,36.4639,30.9215,29.6007,28.2488,26.2345,71.1148,29.5851
314,Dark Grey|Brown|Purple|Orange,#485259|#55331A|#6C47B2|#F67405,36.4030,30.8999,29.5797,28.2741,26.3510,71.4274,29.5870
315,Polymaker Teal|Dark Olive Drab|Purple|Orange,#4CC0C7|#575B54|#6C47B2|#F67405,33.9201,30.7930,29.7042,28.3841,26.3121,69.6369,29.5885
316,Purple|White|Pink|Orange,#6C47B2|#EBF7FF|#F1A1AF|#F67405,33.3047,30.6776,29.7258,28.5095,26.4998,77.4073,29.5935
317,Azure Blue|Red|White|Yellow,#0066D9|#E72F1D|#EBF7FF|#FFE800,33.5474,30.5414,29.6021,28.6716,27.3850,63.9998,29.6065
318,Blue|Brown|Purple|Yellow,#003776|#55331A|#6C47B2|#FFE800,40.5755,31.2016,29.4786,28.0293,25.9961,83.4234,29.6154
319,Dark Grey|Purple|Grey|Orange,#485259|#6C47B2|#8C9099|#F67405,33.7311,30.7957,29.7170,28.4502,26.5145,71.5744,29.6229
320,Blue|Azure Blue|Red|Orange,#003776|#0066D9|#E72F1D|#F67405,34.9466,30.9267,29.5902,28.3370,26.9606,88.7938,29.6319
321,Black|Purple|Pink|Yellow,#080A0D|#6C47B2|#F1A1AF|#FFE800,38.7489,30.9418,29.5791,28.3268,26.2869,83.0710,29.6343
322,Brown|Purple|Grey|Orange,#55331A|#6C47B2|#8C9099|#F67405,36.4657,30.9671,29.6567,28.3378,26.3836,72.2799,29.6525
323,Dark Grey|Purple|Pink|Orange,#485259|#6C47B2|#F1A1AF|#F67405,33.7590,30.8194,29.7434,28.4858,26.5479,71.5252,29.6526
324,Black|Brown|Purple|Orange,#080A0D|#55331A|#6C47B2|#F67405,36.7907,30.9878,29.6449,28.3258,26.4044,76.2461,29.6568
325,Polymaker Teal|Brown|Purple|Yellow,#4CC0C7|#55331A|#6C47B2|#FFE800,40.3440,31.1222,29.5328,28.2095,26.3190,83.1262,29.6658
326,Blue|Azure Blue|Purple|Red,#003776|#0066D9|#6C47B2|#E72F1D,34.9799,30.9563,29.5897,28.3896,27.2927,107.2961,29.6730
327,Black|Purple|White|Magenta,#080A0D|#6C47B2|#EBF7FF|#F24574,39.9192,31.1918,29.5400,28.1702,26.1613,95.2859,29.6810
328,Brown|Purple|Cold White|Orange,#55331A|#6C47B2|#D9DFE5|#F67405,36.5102,31.0103,29.7079,28.3604,26.3415,72.0061,29.6854
329,Blue|Dark Olive Drab|Purple|Orange,#003776|#575B54|#6C47B2|#F67405,33.8407,30.8287,29.7730,28.5537,26.6349,69.4184,29.6912
330,Black|Dark Grey|Purple|Yellow,#080A0D|#485259|#6C47B2|#FFE800,38.7471,31.0248,29.6477,28.3592,26.3383,85.9744,29.6920
331,Black|Polymaker Teal|Purple|Yellow,#080A0D|#4CC0C7|#6C47B2|#FFE800,38.6989,30.9944,29.6587,28.4049,26.5000,85.8932,29.6996
332,Black|Purple|Lime Green|Yellow,#080A0D|#6C47B2|#D5D701|#FFE800,38.8177,30.9888,29.6493,28.4157,26.4514,85.9198,29.7023
333,Azure Blue|Brown|Magenta|Yellow,#0066D9|#55331A|#F24574|#FFE800,38.0485,31.1948,29.5849,28.2106,26.4799,57.7538,29.7027
334,Dark Olive Drab|Purple|Tan|Orange,#575B54|#6C47B2|#A79E82|#F67405,33.9144,30.8616,29.8086,28.5730,26.6256,68.7696,29.7173
335,Blue|Purple|Pink|Orange,#003776|#6C47B2|#F1A1AF|#F67405,33.8420,30.9533,29.8366,28.5104,26.5380,86.1170,29.7319
336,Azure Blue|Red|Magenta|Yellow,#0066D9|#E72F1D|#F24574|#FFE800,33.6781,30.7026,29.7402,28.7689,27.4369,63.1147,29.7357
337,Black|Dark Olive Drab|Purple|Yellow,#080A0D|#575B54|#6C47B2|#FFE800,38.8013,31.0734,29.7177,28.4493,26.4279,85.9333,29.7614
338,Black|Purple|Cold White|Yellow,#080A0D|#6C47B2|#D9DFE5|#FFE800,38.9097,31.0949,29.7378,28.4608,26.4324,85.9323,29.7779
339,Blue|Black|Purple|Yellow,#003776|#080A0D|#6C47B2|#FFE800,38.9127,31.1249,29.7276,28.4371,26.4369,86.2727,29.7810
340,Polymaker Teal|Purple|Magenta|Yellow,#4CC0C7|#6C47B2|#F24574|#FFE800,33.8872,30.7256,29.8621,28.8597,27.0882,71.8925,29.7926
341,Brown|Purple|Lime Green|Yellow,#55331A|#6C47B2|#D5D701|#FFE800,40.7501,31.4000,29.6969,28.2278,26.1529,84.2381,29.8139
342,Dark Grey|Dark Olive Drab|Purple|Orange,#485259|#575B54|#6C47B2|#F67405,34.0217,30.9676,29.8969,28.6647,26.7456,69.4715,29.8161
343,Black|Purple|Tan|Yellow,#080A0D|#6C47B2|#A79E82|#FFE800,38.7520,31.1220,29.7939,28.5180,26.4907,86.1263,29.8200
344,Dark Olive Drab|Purple|Grey|Orange,#575B54|#6C47B2|#8C9099|#F67405,34.0215,30.9794,29.9144,28.6830,26.7602,69.4756,29.8312
345,Dark Olive Drab|Purple|Cold White|Orange,#575B54|#6C47B2|#D9DFE5|#F67405,34.0324,30.9899,29.9224,28.6787,26.7407,69.7619,29.8343
346,Brown|Purple|Grey|Yellow,#55331A|#6C47B2|#8C9099|#FFE800,40.6085,31.3893,29.7370,28.2839,26.1711,83.1728,29.8366
347,Black|Polymaker Teal|Purple|Magenta,#080A0D|#4CC0C7|#6C47B2|#F24574,40.1318,31.3753,29.6815,28.3028,26.4014,103.3789,29.8390
